identifier	title	repository	species	instrument	publication	lab_head	announce_date	keywords
PXD005823	Comparative proteomic analysis and bioluminescent reporter gene assays to investigate effects of  simulated microgravity on Caco-2 cells	PRIDE	Homo sapiens	LTQ Orbitrap Elite	<a href="http://www.ncbi.nlm.nih.gov/pubmed/28727291" target="_blank">La Barbera et al. (2017)</a>	Aldo LaganÃ 	2017-07-26	Caco-2 cells, Label-free proteomics, Nuclear factor Îº-B, bioluminescence, reporter gene technology, simulated microgravity
