"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"ENSMUSG00000083405","nan","38.095237871","2.52693589921975e-18","1.07288644409072e-14"
"ENSMUSG00000098708","nan","-1.5200927845","8.71343526935191e-18","3.08295862221786e-14"
"ENSMUSG00000020431","Adcy1","3.0799789018","9.63746445806457e-11","5.38404560474349e-08"
"ENSMUSG00000024843","Chka","1.6423584454","1.42924063445195e-10","7.40032912897085e-08"
"ENSMUSG00000025078","Nhlrc2","-0.5772749697","5.5615010991312794e-11","3.68953458854556e-08"
"ENSMUSG00000026691","Fmo3","-1.782689317","8.52131389657557e-11","5.0249714641778605e-08"
"ENSMUSG00000035498","Cdcp1","1.0358161215","7.04469295693858e-11","4.531872326753e-08"
"ENSMUSG00000038793","Lefty1","-1.8410160668","8.497712731957721e-11","5.0249714641778605e-08"
"ENSMUSG00000039633","Lonrf1","-0.9027198242","9.42739519978585e-11","5.38404560474349e-08"
"ENSMUSG00000052512","Nav2","1.4779326254","5.5050391047874893e-11","3.68953458854556e-08"
"ENSMUSG00000058013","Septin11","0.6694772875","8.44396339058686e-11","5.0249714641778605e-08"
"ENSMUSG00000058672","Tubb2a","2.9934683425","1.2586602393764e-10","6.680024555430419e-08"
"ENSMUSG00000086447","nan","-1.9743533677","1.1144537245815e-10","6.06634310747194e-08"
"ENSMUSG00000020142","Slc1a4","1.7003300168","1.9753932186791899e-10","9.3190272531868e-08"
"ENSMUSG00000032350","Gclc","0.9976934642","1.8445040012119601e-10","9.106273358541571e-08"
"ENSMUSG00000039981","Zc3h12d","1.3557284133","1.95443770924051e-10","9.3190272531868e-08"
"ENSMUSG00000109877","nan","-1.6987984176","1.65217510665129e-10","8.35095841407148e-08"
"ENSMUSG00000005514","Por","-1.7288171804","3.4160204156646597e-10","1.47997341641112e-07"
"ENSMUSG00000022389","Tef","-1.1940208085","2.98652982157175e-10","1.32085503296139e-07"
"ENSMUSG00000031024","Denn2b","1.674142813","2.66643654403622e-10","1.20437832751798e-07"
"ENSMUSG00000055866","Per2","-1.2308519325","2.64848791886632e-10","1.20437832751798e-07"
"ENSMUSG00000028527","Ak4","-0.8984826505","4.3440072224268105e-10","1.84437858649797e-07"
"ENSMUSG00000019996","Map7","0.735152409","4.870181237124109e-10","2.02723681339035e-07"
"ENSMUSG00000042487","Leo1","1.3623964607","5.07418710886446e-10","2.0324512855487496e-07"
"ENSMUSG00000045095","Magi1","0.5376199861","4.97653546136636e-10","2.0316706021028105e-07"
"ENSMUSG00000003721","Insig2","1.5990530523","5.87204616090649e-10","2.3084753324052602e-07"
"ENSMUSG00000038831","Ralgps1","1.7877810957","6.159690942945609e-10","2.33507283978201e-07"
"ENSMUSG00000044345","Marveld1","-1.0528618346","6.00298700021453e-10","2.3170438368646198e-07"
"ENSMUSG00000021198","Unc79","-2.1373307578","9.677217130299051e-10","3.60416916594945e-07"
"ENSMUSG00000051435","Fhad1","-1.411731441","1.3417112315846804e-09","4.88137354235309e-07"
"ENSMUSG00000001440","Kpnb1","0.6947713065","1.35663968627271e-09","4.88137354235309e-07"
"ENSMUSG00000032640","Chsy1","-0.497256294","1.39386043850635e-09","4.886872647635549e-07"
"ENSMUSG00000038244","Mical2","1.3696087261","1.40420760047939e-09","4.886872647635549e-07"
"ENSMUSG00000030199","Etv6","0.5348748262","1.4611672458049802e-09","5.00308378406354e-07"
"ENSMUSG00000025224","Gbf1","0.5184587044","1.7600902997293103e-09","5.93094555126248e-07"
"ENSMUSG00000040127","Sdr9c7","0.802485672","1.8366102494020603e-09","6.09209359133694e-07"
"ENSMUSG00000004098","Col5a3","2.2025251406","2.03278100588087e-09","6.53847090512803e-07"
"ENSMUSG00000053617","Sh3pxd2a","1.3188936374","1.99963038608455e-09","6.53079284095214e-07"
"ENSMUSG00000049555","Tmie","1.8676312345","2.0768781202055e-09","6.580603822961579e-07"
"ENSMUSG00000030806","Stx1b","1.6543003625","2.34759934734619e-09","7.328998021295941e-07"
"ENSMUSG00000024589","Nedd4l","1.0699256477","2.48235918701868e-09","7.637391765394129e-07"
"ENSMUSG00000037896","Rcor1","0.580629542","2.75841805987436e-09","8.24766999902434e-07"
"ENSMUSG00000039960","Rhou","1.0913484286","2.7515889101219896e-09","8.24766999902434e-07"
"ENSMUSG00000029188","Slc34a2","2.4439259133","2.9790303897688395e-09","8.783588353389271e-07"
"ENSMUSG00000066440","Zfyve26","0.8264242351","3.16260780550218e-09","9.19712343876791e-07"
"ENSMUSG00000020564","Atxn7l1","0.7605566751","3.4245218974174e-09","9.82421288652351e-07"
"ENSMUSG00000018893","Mb","8.4808478093","3.5489609784098796e-09","1.00454523480884e-06"
"ENSMUSG00000057315","Arhgap24","0.6553876024","3.7150876158276795e-09","1.0377315131106e-06"
"ENSMUSG00000056973","Ces1d","-1.0570690467","3.91115932040649e-09","1.07831170406376e-06"
"ENSMUSG00000040584","Abcb1a","-1.1002876493","4.10120168024545e-09","1.11621039064014e-06"
"ENSMUSG00000018900","Slc22a5","-1.1570935997","5.88862315672666e-09","1.5823997594196199e-06"
"ENSMUSG00000032290","Ptpn9","0.6966613412","6.99698959753626e-09","1.85673865207622e-06"
"ENSMUSG00000037379","Spon2","2.5307233327","7.4117232704145296e-09","1.9425120161435797e-06"
"ENSMUSG00000022512","Cldn1","1.5898075109","8.49976321371833e-09","2.1809323408051202e-06"
"ENSMUSG00000026077","Npas2","2.5050425721","8.549809662070779e-09","2.1809323408051202e-06"
"ENSMUSG00000020623","Map2k6","-1.1499263312","8.719120760402719e-09","2.1809323408051202e-06"
"ENSMUSG00000028327","Stra6l","0.8189829663","8.806606754146842e-09","2.1809323408051202e-06"
"ENSMUSG00000110353","Gm33543","-1.2330378449","8.83509262373358e-09","2.1809323408051202e-06"
"ENSMUSG00000032939","Nup93","0.8574428797","9.33176537952674e-09","2.26316261780529e-06"
"ENSMUSG00000018427","Ypel2","1.3150414561","9.3814268390817e-09","2.26316261780529e-06"
"ENSMUSG00000036078","Sigmar1","1.3451789216","1.02075491781108e-08","2.43478720788892e-06"
"ENSMUSG00000086968","4933431E20Rik","1.2386062586","1.03712248913945e-08","2.44634148021571e-06"
"ENSMUSG00000009378","Slc16a12","-1.0836662484","1.0987895518420601e-08","2.5633190545115503e-06"
"ENSMUSG00000046909","Tefm","-0.6159670904","1.12032043021592e-08","2.58513939272323e-06"
"ENSMUSG00000032051","Fdx1","-0.7122875852","1.1833708179760601e-08","2.7012665693348203e-06"
"ENSMUSG00000016487","Ppfibp1","0.524482814","1.59101239583792e-08","3.5931491650258696e-06"
"ENSMUSG00000037406","Htra4","-1.775310816","1.72275045910899e-08","3.84971257857102e-06"
"ENSMUSG00000112774","nan","1.6453439594","1.8281631463715906e-08","4.04271619107526e-06"
"ENSMUSG00000000168","Dlat","1.2876144441","1.9079093493792297e-08","4.17556779154347e-06"
"ENSMUSG00000038068","Rnf144b","0.7480562532","1.99023714631374e-08","4.3113004468463696e-06"
"ENSMUSG00000041119","Pde9a","1.6354138825","2.0452284220967998e-08","4.3856721386558506e-06"
"ENSMUSG00000028957","Per3","-1.628962402","2.15104346167992e-08","4.5664501648003e-06"
"ENSMUSG00000032058","Ppp2r1b","0.7049817411","2.5032163428303998e-08","5.209880366857511e-06"
"ENSMUSG00000039620","Trmt9b","1.44355308","2.50075460989976e-08","5.209880366857511e-06"
"ENSMUSG00000029650","Slc46a3","-1.019974178","2.65653451508328e-08","5.47529817676727e-06"
"ENSMUSG00000024827","Gldc","1.5023763323","2.92127172556526e-08","5.9630459098100895e-06"
"ENSMUSG00000029580","Actb","0.629911139","3.01190965370128e-08","6.08950762270708e-06"
"ENSMUSG00000045969","Ing1","-0.5798528215","3.0407041669519596e-08","6.08972724153049e-06"
"ENSMUSG00000004221","Ikbkg","0.4782513113","3.1303750533692206e-08","6.16988710515157e-06"
"ENSMUSG00000090673","nan","0.5198928678","3.1388563161541704e-08","6.16988710515157e-06"
"ENSMUSG00000041594","Tmtc4","-0.6956667981","3.19123055751666e-08","6.21528747757075e-06"
"ENSMUSG00000028760","Eif4g3","0.7302215689","3.27798858499133e-08","6.29035371320942e-06"
"ENSMUSG00000085148","Mir22hg","-0.8194852139","3.28903510370835e-08","6.29035371320942e-06"
"ENSMUSG00000023021","Cers5","-0.6336824686","3.46105440492419e-08","6.56024321090497e-06"
"ENSMUSG00000024493","Lars","0.5191544664","3.4926076789985e-08","6.56146623163356e-06"
"ENSMUSG00000020642","Rnf144a","1.298470732","3.72371550478874e-08","6.885216376176531e-06"
"ENSMUSG00000021823","Vcl","0.5187392496","3.7298030206806804e-08","6.885216376176531e-06"
"ENSMUSG00000021018","Polr2h","-0.7481647995","4.06501034419268e-08","7.43931936179882e-06"
"ENSMUSG00000024165","Jpt2","0.6681933108","4.14808567250771e-08","7.526471003561211e-06"
"ENSMUSG00000005312","Ubqln1","0.6294087559","4.25321389397393e-08","7.65182014874344e-06"
"ENSMUSG00000051748","Wfdc21","-1.2333334315","4.38700915492261e-08","7.82620313864303e-06"
"ENSMUSG00000038884","Shfl","1.117408628","4.63656671050358e-08","8.20247289144005e-06"
"ENSMUSG00000010755","Cars","0.9482056685","5.4856212863959206e-08","9.57872526764467e-06"
"ENSMUSG00000032366","Tpm1","1.10955151","5.504755205862969e-08","9.57872526764467e-06"
"ENSMUSG00000035273","Hpse","-0.5999522786","5.639706181448491e-08","9.73376605902196e-06"
"ENSMUSG00000028150","Rorc","-1.1159737248","5.80572709308799e-08","9.9394984241262e-06"
"ENSMUSG00000028955","Vamp3","-0.6838445489","6.56816484490409e-08","1.1154845719397501e-05"
"ENSMUSG00000044968","Napepld","0.8762370822","6.69834120790185e-08","1.12856417065515e-05"
"ENSMUSG00000006462","A530013C23Rik","-1.63339348","7.11217927526181e-08","1.18885396720105e-05"
"ENSMUSG00000033147","Slc22a15","0.6675014672","7.73404899608836e-08","1.28270411045281e-05"
"ENSMUSG00000027765","P2ry1","-1.0337753084","9.745039491757821e-08","1.59975715936639e-05"
"ENSMUSG00000064325","Hhip","-1.0884738103","9.79643085956147e-08","1.59975715936639e-05"
"ENSMUSG00000051000","Fam160a1","1.2658300394","1.0264891427646801e-07","1.66346091692759e-05"
"ENSMUSG00000032902","Slc16a1","1.0215735157","1.1019311296715401e-07","1.7721890872573498e-05"
"ENSMUSG00000078713","Tomm5","-0.9635615889","1.1152410783255201e-07","1.78010923697537e-05"
"ENSMUSG00000035441","Myo1d","0.4825995548","1.13483742146891e-07","1.7978704194301002e-05"
"ENSMUSG00000036136","Fam110c","-0.9249566158","1.2257821591953496e-07","1.9040314505208894e-05"
"ENSMUSG00000054453","Sytl5","1.5693079128","1.2338069871666801e-07","1.9040314505208894e-05"
"ENSMUSG00000037885","Stk35","-0.6398115906","1.2359166954131504e-07","1.9040314505208894e-05"
"ENSMUSG00000026509","Capn2","0.4528504064","1.2377235864707802e-07","1.9040314505208898e-05"
"ENSMUSG00000040481","Bptf","0.3406252962","1.2915873576050902e-07","1.97259769889198e-05"
"ENSMUSG00000108435","nan","-1.480072358","1.41205576457108e-07","2.14118084471996e-05"
"ENSMUSG00000024992","Pde6c","-1.3998778234","1.52449943251292e-07","2.29529067041254e-05"
"ENSMUSG00000028878","Fam76a","-0.5214945945","1.53623804251218e-07","2.2966758735557e-05"
"ENSMUSG00000042834","Nrep","-1.6951664246","1.5688569396601402e-07","2.3290394386045495e-05"
"ENSMUSG00000032220","Myo1e","0.7463692936","1.64094164418759e-07","2.4191354280873802e-05"
"ENSMUSG00000025203","Scd2","1.1752007833","1.81994906698843e-07","2.66453094779982e-05"
"ENSMUSG00000025436","Atp23","-0.7805687552","1.86773102482497e-07","2.71575766616502e-05"
"ENSMUSG00000068876","Cgn","1.3933094551","1.91472390671362e-07","2.7651478786138398e-05"
"ENSMUSG00000026730","Pter","0.9281409671","2.1168682860167802e-07","3.03641870566555e-05"
"ENSMUSG00000090733","Rps27","-1.1969038119","2.1423940766802303e-07","3.052408312338561e-05"
"ENSMUSG00000005683","Cs","1.1511291151","2.2793228359468198e-07","3.22584963228767e-05"
"ENSMUSG00000038473","Nos1ap","1.0989910991","2.31883629645499e-07","3.25007205289362e-05"
"ENSMUSG00000026489","Coq8a","1.8127447221","2.3270571013228603e-07","3.25007205289362e-05"
"ENSMUSG00000033207","Mamdc2","-0.8346491855","2.50991801717552e-07","3.4825522605633396e-05"
"ENSMUSG00000020097","Sgpl1","0.6246789624","2.5713459619699103e-07","3.544617105627221e-05"
"ENSMUSG00000048218","Amigo2","-0.5840113075","2.742668919838669e-07","3.756394741887429e-05"
"ENSMUSG00000028932","Psmc2","0.5499204658","3.16752699366181e-07","4.3104763172081106e-05"
"ENSMUSG00000042496","Prdm10","0.6976606868","3.2550953071231606e-07","4.40142791559985e-05"
"ENSMUSG00000021417","Eci2","-0.7316252297","3.4361359819103697e-07","4.61681840253008e-05"
"ENSMUSG00000029287","Tgfbr3","-0.4959540379","3.46191604773317e-07","4.62220225014639e-05"
"ENSMUSG00000049323","Smcr8","0.3705929558","3.51646324473771e-07","4.66568738890855e-05"
"ENSMUSG00000041920","Slc16a6","0.9839886278","3.5560468697379496e-07","4.68890180109733e-05"
"ENSMUSG00000040998","Npnt","2.0436811304","3.7166201787953894e-07","4.8546935636243e-05"
"ENSMUSG00000097287","nan","0.8712459257","3.727519199541951e-07","4.8546935636243e-05"
"ENSMUSG00000035226","Rims4","3.072325805","3.81222896681599e-07","4.93474443515467e-05"
"ENSMUSG00000024812","Tjp2","1.0542400736","4.23620099714563e-07","5.4017167453563705e-05"
"ENSMUSG00000028452","Vcp","0.5986508678","4.2359440308886e-07","5.4017167453563705e-05"
"ENSMUSG00000086421","nan","-3.8799416385","4.2541479268151605e-07","5.4017167453563705e-05"
"ENSMUSG00000087590","Epb41l4aos","-1.1867037692","4.27475817617349e-07","5.4017167453563705e-05"
"ENSMUSG00000075595","Zfp652","0.5449244803","4.380888152941649e-07","5.503069502887479e-05"
"ENSMUSG00000020182","Ddc","1.0769501424","4.6285051841195095e-07","5.7745512007915005e-05"
"ENSMUSG00000022807","Osbpl11","0.505827952","4.651412008739679e-07","5.7745512007915005e-05"
"ENSMUSG00000021573","Tppp","-0.8299834227","5.15531398806663e-07","6.362916317015501e-05"
"ENSMUSG00000017868","Sgk2","1.3593534672","5.35206363854642e-07","6.56756988339317e-05"
"ENSMUSG00000020483","Dynll2","0.7116588694","5.51606938654548e-07","6.729921667067471e-05"
"ENSMUSG00000114452","nan","2.7461748236","5.67618079779223e-07","6.88569383750464e-05"
"ENSMUSG00000015837","Sqstm1","0.5814637296","5.71495426106735e-07","6.893338864102199e-05"
"ENSMUSG00000061353","Cxcl12","-0.5602226924","5.767412368864252e-07","6.91731057506323e-05"
"ENSMUSG00000047881","Rell1","0.4969227271","6.05945330731263e-07","7.226749115783141e-05"
"ENSMUSG00000060317","Acnat2","1.0976168473","6.15137508346286e-07","7.22901954407712e-05"
"ENSMUSG00000030518","Fam189a1","2.2489924339","6.201946668901961e-07","7.22901954407712e-05"
"ENSMUSG00000018727","Cpsf4l","-1.7183804001","6.20269836665934e-07","7.22901954407712e-05"
"ENSMUSG00000021620","Acot12","-0.5881157773","6.20792215882176e-07","7.22901954407712e-05"
"ENSMUSG00000015357","Clpx","1.2297157113","6.23161984345053e-07","7.22901954407712e-05"
"ENSMUSG00000022849","Hspbap1","0.6678457869","6.52312922962291e-07","7.526060348677429e-05"
"ENSMUSG00000033565","Rbfox2","0.6822377823","6.687838098388099e-07","7.614503472905559e-05"
"ENSMUSG00000054843","Atrnl1","-0.3680957509","6.69825904412216e-07","7.614503472905559e-05"
"ENSMUSG00000086290","Snhg12","-1.1002710488","6.73913176687589e-07","7.614503472905559e-05"
"ENSMUSG00000020679","Hnf1b","1.0355173844","6.7432599411477e-07","7.614503472905559e-05"
"ENSMUSG00000047746","Fbxo40","1.7052019833","6.923793870648738e-07","7.77699577142869e-05"
"ENSMUSG00000032012","Nectin1","1.7491255048","7.06247344249035e-07","7.89101309003303e-05"
"ENSMUSG00000025504","Eps8l2","1.810184963","7.241695914402741e-07","8.04889856370972e-05"
"ENSMUSG00000021917","Spcs1","-0.6205871717","7.298919350815959e-07","8.07024785929542e-05"
"ENSMUSG00000084839","nan","-1.739658109","7.41808310318587e-07","8.15950705686699e-05"
"ENSMUSG00000047215","Rpl9","-1.3257241571","7.73643966645068e-07","8.43392119172274e-05"
"ENSMUSG00000028961","Pgd","1.3695585538","7.747018853388929e-07","8.43392119172274e-05"
"ENSMUSG00000028559","Osbpl9","-0.3477124171","7.9408039496662e-07","8.600781992217541e-05"
"ENSMUSG00000061126","Cyp4f39","3.7402760132","8.619146327988171e-07","9.28811458867314e-05"
"ENSMUSG00000041482","Piezo2","-0.6723646969","8.771680831645659e-07","9.391446373933293e-05"
"ENSMUSG00000020131","Pcsk4","-1.9278215044","8.80351325268606e-07","9.391446373933291e-05"
"ENSMUSG00000003477","Inmt","-1.0046350398","9.025188246401791e-07","9.56424758671509e-05"
"ENSMUSG00000021411","Pxdc1","0.9343068629","9.055602077016029e-07","9.56424758671509e-05"
"ENSMUSG00000001493","Meox1","2.0219193151","9.4148409627313e-07","9.89443855434766e-05"
"ENSMUSG00000093904","Tomm20","-0.833073053","1.03297133767843e-06","0.000107233695386406"
"ENSMUSG00000102752","Gm7694","0.9869166843","1.0346217979965e-06","0.000107233695386406"
"ENSMUSG00000047230","Cldn2","0.8322806574","1.0355130978479099e-06","0.000107233695386406"
"ENSMUSG00000025185","Loxl4","2.2917329147","1.0799781829236e-06","0.000110941347847432"
"ENSMUSG00000049580","Tsku","-2.1872165285","1.08176828886987e-06","0.000110941347847432"
"ENSMUSG00000020869","Lrrc59","0.7794843956","1.0999085046122e-06","0.00011225941175198301"
"ENSMUSG00000067365","Tmem128","-0.5592159763","1.1572457231649701e-06","0.00011754626534482801"
"ENSMUSG00000071551","Akr1c19","-0.9145763496","1.1759126777307501e-06","0.00011887357255022"
"ENSMUSG00000055128","Cgrrf1","-0.4717376065","1.1888487908969699e-06","0.00011961171081493701"
"ENSMUSG00000000903","Vpreb3","-2.0926890723","1.2429648700455e-06","0.00012446651521790601"
"ENSMUSG00000087380","2210408F21Rik","-0.8184013762","1.2505476462417601e-06","0.00012463791540876298"
"ENSMUSG00000023079","Gtf2ird1","1.1568810257","1.2789394632750401e-06","0.00012687199002741102"
"ENSMUSG00000033644","Piwil2","-1.2044092933","1.33571652948237e-06","0.00013185810289141796"
"ENSMUSG00000039145","Camk1d","1.0408170425","1.3447528425178699e-06","0.00013185810289141796"
"ENSMUSG00000108308","nan","-4.1184258827","1.34783590029854e-06","0.00013185810289141796"
"ENSMUSG00000066319","Rtp3","0.6596148118","1.4000027248585101e-06","0.000136333292871657"
"ENSMUSG00000030717","Nupr1","1.5657614722","1.42235439272292e-06","0.00013775017541303502"
"ENSMUSG00000073834","Mup11","-1.2500068388","1.42753019882555e-06","0.00013775017541303502"
"ENSMUSG00000023206","Il15ra","-0.7749019038","1.44487509772891e-06","0.000138793002034783"
"ENSMUSG00000016239","Lonrf3","-0.8892551814","1.4751430728394698e-06","0.000141062217537428"
"ENSMUSG00000093661","Eif4e3","-0.634729099","1.51742161342554e-06","0.000144454454849376"
"ENSMUSG00000024104","Washc2","0.4051666672","1.55561181623389e-06","0.000147428943066202"
"ENSMUSG00000031626","Sorbs2","0.7550511259","1.56530015315275e-06","0.000147687808672354"
"ENSMUSG00000022246","Rai14","0.5754708309","1.58555288585979e-06","0.00014893673545981201"
"ENSMUSG00000052392","Acot4","-1.1004769266","1.65753285533309e-06","0.000155012180554477"
"ENSMUSG00000007877","Tcap","8.1274408237","1.66514803718025e-06","0.000155041349479384"
"ENSMUSG00000035105","Egln3","0.6814504454","1.68757888393658e-06","0.000156443721078994"
"ENSMUSG00000037905","Bri3bp","0.4851776965","1.69607371116469e-06","0.00015654760354050101"
"ENSMUSG00000021876","Rnase4","-0.8651609408","1.7229345699514801e-06","0.00015833843283766298"
"ENSMUSG00000007594","Hapln4","1.2059452174","1.76335272179255e-06","0.000160836307110872"
"ENSMUSG00000032526","Ss18l2","-0.6746301497","1.7705078549046902e-06","0.000160836307110872"
"ENSMUSG00000075225","Ccdc162","0.5581112187","1.7728435566415798e-06","0.000160836307110872"
"ENSMUSG00000063558","Aox1","0.5515560037","1.8596438573884103e-06","0.000167537174395644"
"ENSMUSG00000039286","Fndc3b","0.4760008329","1.86248872567582e-06","0.000167537174395644"
"ENSMUSG00000031586","Rbpms","0.4741213789","1.93235859688724e-06","0.000173088779127929"
"ENSMUSG00000026866","Kynu","0.833001176","2.04011869137381e-06","0.000181973444114179"
"ENSMUSG00000029386","Tctn2","-0.9742787886","2.0955840925605e-06","0.000185369711054106"
"ENSMUSG00000032637","Atxn2l","0.5407298751","2.09977644426557e-06","0.000185369711054106"
"ENSMUSG00000046480","Scn4b","3.791585266","2.10439023807242e-06","0.000185369711054106"
"ENSMUSG00000001123","Lgals9","0.8281164116","2.11977694107007e-06","0.00018595349042138998"
"ENSMUSG00000029821","Gsdme","0.6858153648","2.16662462466782e-06","0.00018928096360935402"
"ENSMUSG00000024978","Gpam","1.5590368751","2.18266503262784e-06","0.000189900803187117"
"ENSMUSG00000008683","Rps15a","-1.20136302","2.40086655305053e-06","0.000207940025907778"
"ENSMUSG00000038393","Txnip","-1.3451582753","2.40959283872596e-06","0.000207940025907778"
"ENSMUSG00000025369","Smarcc2","0.4889560585","2.46225476162774e-06","0.000211624317144111"
"ENSMUSG00000109291","nan","-1.7228134176","2.63793479331607e-06","0.000225683326530825"
"ENSMUSG00000038526","Car14","1.0004870083","2.64709351859133e-06","0.000225683326530825"
"ENSMUSG00000085826","Gm15638","-1.0915948105","2.74438737855104e-06","0.00023259355890387296"
"ENSMUSG00000039497","Dse","-0.4880619688","2.75005809434604e-06","0.00023259355890387296"
"ENSMUSG00000024687","Osbp","0.5936952667","2.77581776870867e-06","0.000233840616713954"
"ENSMUSG00000040548","Tex2","0.6655091861","2.79376609753823e-06","0.00023442237345707202"
"ENSMUSG00000110755","nan","1.7228222056","2.9657298842990397e-06","0.000247815903106842"
"ENSMUSG00000106019","nan","-0.9563763066","2.98059132529408e-06","0.000247815903106842"
"ENSMUSG00000039087","Rreb1","0.5977738779","2.98840601042685e-06","0.000247815903106842"
"ENSMUSG00000028385","Snx30","0.5379246941","3.03588904355742e-06","0.000250773885236111"
"ENSMUSG00000087260","Lamtor5","-0.6073239971","3.087118820399e-06","0.00025401723038081603"
"ENSMUSG00000031400","G6pdx","1.6308490859","3.12106434148282e-06","0.000255818822028335"
"ENSMUSG00000003810","Mast2","0.5676878284","3.1753280783327598e-06","0.00025926553759587"
"ENSMUSG00000075703","Selenoi","0.7995964953","3.20696776970911e-06","0.000259928569327075"
"ENSMUSG00000050621","Rps27rt","-1.2497246752","3.2079365567711e-06","0.000259928569327075"
"ENSMUSG00000033542","Arhgef5","0.4273430743","3.2559466595555803e-06","0.000262815557550211"
"ENSMUSG00000109089","4833411C07Rik","-1.3180763261","3.27697946133341e-06","0.00026351135221457203"
"ENSMUSG00000038539","Atf5","1.3097864822","3.2980028850975496e-06","0.000264164055005204"
"ENSMUSG00000003228","Grk5","0.7359755771","3.3099834486496897e-06","0.000264164055005204"
"ENSMUSG00000010751","Tnfrsf22","1.1002052117","3.32349776340676e-06","0.00026424919108375297"
"ENSMUSG00000036585","Fgf1","-0.5462132374","3.45673963685631e-06","0.00027381763339859197"
"ENSMUSG00000046572","Zfp518b","0.7337412537","3.509095812086731e-06","0.00027693157990627996"
"ENSMUSG00000051934","Spats2","0.5731744365","3.5649994214862296e-06","0.000280301380439745"
"ENSMUSG00000062991","Nrg1","0.8669848569","3.59706257080253e-06","0.000281778750241944"
"ENSMUSG00000030257","Srgap3","0.8992128562","3.64294606590073e-06","0.00028432390453311297"
"ENSMUSG00000019189","Rnf145","-0.6106447457","3.6684669576939398e-06","0.000284731976364913"
"ENSMUSG00000021576","Pdcd6","-0.6089809346","3.6749993652073097e-06","0.000284731976364913"
"ENSMUSG00000076437","Selenoh","-0.8004284773","3.7040237945691805e-06","0.000285937167763306"
"ENSMUSG00000116097","Gm36738","-1.1742524455","3.81183626519308e-06","0.000293193739397767"
"ENSMUSG00000007122","Casq1","2.9481546831","3.99105589964112e-06","0.000305870489868163"
"ENSMUSG00000046160","Olig1","1.3103716241","4.07783731926034e-06","0.00031139715269992"
"ENSMUSG00000040620","Dhx33","0.4559961972","4.0966899460737e-06","0.000311715522814332"
"ENSMUSG00000017428","Psmd11","0.7357550833","4.11827406875322e-06","0.000312238715019864"
"ENSMUSG00000086841","2410006H16Rik","-1.4694166254","4.17498100476621e-06","0.000315411643239081"
"ENSMUSG00000047843","Bri3","-0.6975343284","4.45170447887507e-06","0.000335124944617159"
"ENSMUSG00000038403","Hjv","0.7525848147","4.46801671838779e-06","0.00033516440605885"
"ENSMUSG00000036452","Arhgap26","0.567002873","4.61482724552494e-06","0.000344070767203152"
